Attribute,Description,Valid Values,DependsOn,Required,Source,Parent,Properties,DependsOn Component,Validation Rules,.ID,.Type,.Module,.Root,.SubOf,.Range,.Cardinality,.EditorNote
Bursa Of Fabricius,"An epithelial outgrowth of lymphoid tissue in the cloaca of young birds, responsible for B-lymphocyte maturation. It undergoes atrophy and involution at six months of age.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C111141,organ,,"","",Bursa_Of_Fabricius,Class,Biosample,Body_Part,Organ,"","",""
nose,A structure of special sense serving as an organ of the sense of smell and as an entrance to the respiratory tract.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C12756,organ,,"","",Nose,Class,Biosample,Body_Part,Organ,"","",""
mesentery,"","","",FALSE,"",organ,,"","",Mesentary,Class,Biosample,Body_Part,"","","",""
scalp,"","","",FALSE,"",bodyPart,,"","",Scalp,Class,Biosample,Body_Part,"","","",""
pelvis,"","","",FALSE,"",bodyPart,,"","",Pelvis,Class,Biosample,Body_Part,"","","",""
neck,"","","",FALSE,"",bodyPart,,"","",Neck,Class,Biosample,Body_Part,"","","",""
leg,"","","",FALSE,"",bodyPart,,"","",Leg,Class,Biosample,Body_Part,"","","",""
liver,"","","",FALSE,"",organ,,"","",Liver,Class,Biosample,Body_Part,"","","",""
axilla,"","","",FALSE,"",bodyPart,,"","",Axilla,Class,Biosample,Body_Part,"","","",""
acetabulum,"","","",FALSE,"",bodyPart,,"","",Acetabulum,Class,Biosample,Body_Part,"","","",""
forearm,"","","",FALSE,"",bodyPart,,"","",Forearm,Class,Biosample,Body_Part,"","","",""
muscle,"","","",FALSE,"",bodyPart,,"","",Muscle,Class,Biosample,Body_Part,"","","",""
finger,"","","",FALSE,"",bodyPart,,"","",Finger,Class,Biosample,Body_Part,"","","",""
thoracic spine,"","","",FALSE,http://purl.obolibrary.org/obo/UBERON_0006073,bodyPart,,"","",Thoracic_Spine,Class,Biosample,Body_Part,"","","",""
groin,Anatomically also known as the inguinal part of abdomen.,"","",FALSE,http://purl.obolibrary.org/obo/UBERON_0008337,bodyPart,,"","",Groin,Class,Biosample,Body_Part,"","","",""
back,Anatomically also known as the dorsum.,"","",FALSE,http://purl.obolibrary.org/obo/UBERON_0001137,bodyPart,,"","",Back,Class,Biosample,Body_Part,"","","",""
iliac spine,"","","",FALSE,http://purl.obolibrary.org/obo/UBERON_0013707,bodyPart,,"","",Iiiac_Spine,Class,Biosample,Body_Part,"","","",""
spine,"","","",FALSE,http://purl.obolibrary.org/obo/UBERON_0001130,bodyPart,,"","",Spine,Class,Biosample,Body_Part,"","","",""
shoulder,"","","",FALSE,"",bodyPart,,"","",Shoulder,Class,Biosample,Body_Part,"","","",""
scapula,"","","",FALSE,"",bodyPart,,"","",Scapula,Class,Biosample,Body_Part,"","","",""
Schwann cell precursor,A giioblast cell that develops from a migratory neural crest cell. The SCP is embedded among neurons (axons) with minimal extracellular spaces separating them from nerve cell membranes and has no basal lamina. In rodents SCPs are the only cells in the Schwann cell linage that expresses Cdh19.,"","",FALSE,http://purl.obolibrary.org/obo/CL_0002375,cellType,,"","",Schwann_Cell_Precursor,Class,Biosample,Cell,Primary_Cell,"","",""
B-lymphocytes,A lymphocyte of B lineage with the phenotype CD19-positive and surface immunoglobulin-positive.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000236,cellType,,"","",B-lymphocytes,Class,Biosample,Cell,Primary_Cell,"","",""
Embryonic stem cells,Embryonic stem (ES) cells are cells derived from the inner cell mass of the early embryo that can be propagated indefinitely in the primitive undifferentiated state while remaining pluripotent.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C12935,cellType,,"","",Embryonic_Stem_Cells,Class,Biosample,Cell,Primary_Cell,"","",""
iPSC,Induced pluripotent stem cells (iPS cells or iPSCs) are a type of pluripotent stem cell artificially derived from a non-pluripotent cell.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0004905,cellType,,"","",iPSC,Class,Biosample,Cell,iPSC,"","",""
iPSC-derived telencephalic organoids,three-dimensional neural cultures (organoids) derived from induced pluripotent stem cells.,"","",FALSE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4519016/,cellType,,"","",iPSC-derived_telencephalic_organoids,Class,Biosample,Cell,iPSC,"","",""
GABAergic neurons,A neuron that uses GABA as a vesicular neurotransmitter.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/zfa/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FZFA_0009276,cellType,,"","",GABAergic_neurons,Class,Biosample,Cell,Primary_Cell,"","",""
monocytes,"Myeloid mononuclear recirculating leukocyte that can act as a precursor of tissue macrophages, osteoclasts and some populations of tissue dendritic cells.","","",FALSE,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000576,cellType,,"","",monocytes,Class,Biosample,Cell,Primary_Cell,"","",""
microglia,"The small, non-neural, interstitial cells of mesodermal origin that form part of the supporting structure of the central nervous system.","","",FALSE,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000078,cellType,,"","",microglia,Class,Biosample,Cell,Primary_Cell,"","",""
macrophages,"A mononuclear phagocyte present in variety of tissues, typically differentiated from monocytes, capable of phagocytosing a variety of extracellular particulate material, including immune complexes, microorganisms, and dead cells.","","",FALSE,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000235,cellType,,"","",macrophages,Class,Biosample,Cell,Primary_Cell,"","",""
astrocytes,"Astrocytes (from 'star' cells) are irregularly shaped with many long processes, including those with end-feet which form the glial (limiting) membrane and directly and indirectly contribute to the blood-brain barrier.","","",FALSE,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000127,cellType,,"","",astrocytes,Class,Biosample,Cell,Primary_Cell,"","",""
SH-SY5Y,Human neuroblastoma clonal subline of the neuroepithelioma cell line SK-N-SH that had been established in 1970 from the bone marrow biopsy of a 4-year-old girl with metastatic neuroblastoma.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000793,cellType,,"","",SH-SY5Y,Class,Biosample,Cell,Cell_Line,"","",""
GLUtamatergic neurons,"Have Glutamate receptors, which are synaptic receptors located primarily on the membranes of neuronal cells. Glutamate (the conjugate base of glutamic acid) is abundant in the human body, but particularly in the nervous system and especially prominent in the human brain.","","",FALSE,https://en.wikipedia.org/wiki/Glutamate_receptor,cellType,,"","",GLUtamatergic neurons,Class,Biosample,Cell,Primary_Cell,"","",""
NeuN+,Is a neuronal nuclear antigen that is commonly used as a biomarker for neurons and NeuN immunoreactivity has been widely used to identify neurons in tissue culture to measure the neuron(positive)/glia(negative) ratio in brain regions.,"","",FALSE,https://en.wikipedia.org/wiki/NeuN,cellType,,"","",NeuN+,Class,Biosample,Cell,Primary_Cell,"","",""
NeuN-,Is a neuronal nuclear antigen that is commonly used as a biomarker for neurons and NeuN immunoreactivity has been widely used to identify neurons in tissue culture to measure the neuron(positive)/glia(negative) ratio in brain regions.,"","",FALSE,https://en.wikipedia.org/wiki/NeuN,cellType,,"","",NeuN-,Class,Biosample,Cell,Primary_Cell,"","",""
epithelial,Somatic cells that cover the surface of the body and line its cavities.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000066,cellType,,"","",epithelial,Class,Biosample,Cell,Primary_Cell,"","",""
epithelial-like,"In cell morphology, epithelial-like cells are polygonal in shape with more regular dimensions, and grow attached to a substrate in discrete patches.","","",FALSE,https://www.thermofisher.com/us/en/home/references/gibco-cell-culture-basics/cell-morphology.html,cellType,,"","",epithelial-like,Class,Biosample,Cell,Primary_Cell,"","",""
fibroblast,A connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules. Flattened and irregular in outline with branching processes; appear fusiform or spindle-shaped.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000057,cellType,,"","",fibroblast,Class,Biosample,Cell,Primary_Cell,"","",""
round,A phenotype observation at the level of the cell shape where the cell is round,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/cmpo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fcmpo%2FCMPO_0000118,cellType,,"","",round,Class,Biosample,Cell,Primary_Cell,"","",""
lymphoblast,"Often referred to as a blast cell. Unlike other usages of the suffix -blast a lymphoblast is a further differentiation of a lymphocyte, T- or B-, occasioned by an antigenic stimulus. The lymphoblast usually develops by enlargement of a lymphocyte, active re-entry to the S phase of the cell cycle, mitogenesis and production of much m-RNA and ribosomes.","","",FALSE,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000772,cellType,,"","",lymphoblast,Class,Biosample,Cell,Primary_Cell,"","",""
CD8+ T-Cells,"Is a T lymphocyte (a type of white blood cell) that kills cancer cells, cells that are infected (particularly with viruses), or cells that are damaged in other ways.","","",FALSE,https://en.wikipedia.org/wiki/Cytotoxic_T_cell,cellType,,"","",CD8_T-Cells,Class,Biosample,Cell,Primary_Cell,"","",""
arachnoid,An arachnoid mater is a delicate membrane that encloses the spinal cord and brain and lies between the pia mater and dura mater.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001636,cellType,,"","",arachnoid,Class,Biosample,Cell,Tissue,"","",""
meningioma,A central nervous system cancer tissue that are manifested in the central nervous system and arise from the arachnoid 'cap' cells of the arachnoid villi in the meninges.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_3565,cellType,,"","",meningioma,Class,Biosample,Cell,Tissue,"","",""
schwannoma,"A neoplasm that arises from SCHWANN CELLS of the cranial, peripheral, and autonomic nerves.","","",FALSE,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000693,cellType,,"","",schwannoma,Class,Biosample,Cell,Tissue,"","",""
oligodendrocyte,A class of large neuroglial (macroglial) cells in the central nervous system. Form the insulating myelin sheath of axons in the central nervous system.,"","",FALSE,http://purl.obolibrary.org/obo/CL_0000128,cellType,,"","",oligodendrocyte,Class,Biosample,Cell,Cell,"","",""
schwann,Schwann cells are a variety of glial cell that keep peripheral nerve fibres (both myelinated and unmyelinated) alive.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001220,cellType,,"","",schwann,Class,Biosample,Cell,Cell,"","",""
iPSC-derived neuron,"","","",FALSE,Sage Bionetworks,cellType,,"","",iPSC-derived_neuron,Class,Biosample,Cell,iPSC,"","",""
iPSC-derived glia,"","","",FALSE,Sage Bionetworks,cellType,,"","",iPSC-derived_glia,Class,Biosample,Cell,iPSC,"","",""
iPSC-derived astrocytes,"","","",FALSE,Sage Bionetworks,cellType,,"","",iPSC-derived_astrocytes,Class,Biosample,Cell,iPSC,"","",""
monocyte-derived microglia,"","","",FALSE,Sage Bionetworks,cellType,,"","",monocyte-derived_microglia,Class,Biosample,Cell,Primary_Cell,"","",""
iPSC-derived neuronal progenitor cell,"","","",FALSE,Sage Bionetworks,cellType,,"","",iPSC-derived_neuronal_progenitor_cell,Class,Biosample,Cell,iPSC,"","",""
CD138+,"","","",FALSE,"",cellType,,"","",CD138_positive,Class,Biosample,Cell,Cell,"","",""
CNON,Cultured Neuronal cells derived from Olfactory Neuroepithelium,"","",FALSE,https://www.synapse.org/#!Synapse:syn4590897,cellType,,"","",CNON,Class,Biosample,Cell,Cell,"","",""
teratoma,"A non-seminomatous germ cell tumor characterized by the presence of various tissues which correspond to the different germinal layers (endoderm, mesoderm, and ectoderm). It occurs in the testis, ovary, and extragonadal sites including central nervous system, mediastinum, lung, and stomach","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C3403,cellType,,"","",Teratoma,Class,Biosample,Cell,Cell,"","",""
Muller glia,"Astrocyte-like radial glial cell that extends vertically throughout the retina, with the nucleus are usually in the middle of the inner nuclear layer. [ http://www.ncbi.nlm.nih.gov/pubmed/21911394 GOC : NV ]","","",FALSE,http://purl.obolibrary.org/obo/CL_0000636,cellType,,"","",Müller cell,Class,Biosample,Cell,Cell,"","",""
Neurofibromatosis type 1,"(NF1) - A disease characterized by patches of skin pigmentation (cafe-au-lait spots), Lisch nodules of the iris, tumors in the peripheral nervous system and fibromatous skin tumors. Individuals with the disorder have increased susceptibility to the development of benign and malignant tumors.","","",FALSE,"",diagnosis,,"","",Neurofibromatosis_Type_1,Class,Biosample,Diagnosis,"","","",""
Neurofibromatosis type 2,"(NF2) - Genetic disorder characterized by bilateral vestibular schwannomas (formerly called acoustic neuromas), schwannomas of other cranial and peripheral nerves, meningiomas, and ependymomas. It is inherited in an autosomal dominant fashion with full penetrance.","","",FALSE,https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F101000,diagnosis,,"","",Neurofibromatosis_Type_2,Class,Biosample,Diagnosis,"","","",""
Schwannomatosis,A rare genetic disorder characterized by the presence of multiple schwannomas.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/ncit/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FNCIT_C6557,diagnosis,,"","",Schwannomatosis,Class,Biosample,Diagnosis,"","","",""
Not Applicable,"An NF diagnosis (e.g. NF1, NF2, or Schwannomatosis) does not apply here.","","",FALSE,"",diagnosis,,"","",Not_Applicable,Class,Biosample,Diagnosis,"","","",""
Sporadic Schwannoma,A,"","",,"",diagnosis,,"","",Sporadic_Schwannoma,Class,Biosample,Diagnosis,"","","",""
cancer,"","","",FALSE,"","",,"","","",Class,Biosample,Disease,"","","",""
neuro,"","","",FALSE,"","",,"","","",Class,Biosample,Disease,"","","",""
neurofibromatosis,"","","",FALSE,"","",,"","","",Class,Biosample,Disease,"","","",""
-/-,Homozygous deletion or mutation of NF1.,"","",FALSE,Sage Bionetworks,nf1Genotype,,"","",NF1_Homozygous_Deletion_Mutation,Class,Biosample,Genotype,NF1_Genotype,"","",""
+/-,Heterozygous deletion or mutation,"","",FALSE,Sage Bionetworks,nf1Genotype,,"","",NF1_Heterozygous_Deletion_Mutation,Class,Biosample,Genotype,NF1_Genotype,"","",""
+/+,Homozygous wildtype,"","",FALSE,Sage Bionetworks,nf1Genotype,,"","",NF1_Wildtype,Class,Biosample,Genotype,NF1_Genotype,"","",""
Unknown,unknown,"","",FALSE,Sage Bionetworks,nf1Genotype,,"","",NF1_Unknown_Genotype,Class,Biosample,Genotype,NF1_Genotype,"","",""
-/-,Homozygous deletion or mutation of NF2.,"","",FALSE,Sage Bionetworks,nf2Genotype,,"","",NF2_Homozygous_Deletion_Mutation,Class,Biosample,Genotype,NF2_Genotype,"","",""
+/-,Heterozygous deletion or mutation,"","",FALSE,Sage Bionetworks,nf2Genotype,,"","",NF2_Heterozygous_Deletion_Mutation,Class,Biosample,Genotype,NF2_Genotype,"","",""
+/+,Homozygous wild type,"","",FALSE,Sage Bionetworks,nf2Genotype,,"","",NF2_Wildtype,Class,Biosample,Genotype,NF2_Genotype,"","",""
Unknown,unknown,"","",FALSE,Sage Bionetworks,nf2Genotype,,"","",NF2_Unknown_Genotype,Class,Biosample,Genotype,NF2_Genotype,"","",""
C57BL/6J,C57BL/6 is the most widely used inbred strain. It is commonly used as a general purpose strain and background strain for the generation of congenics carrying both spontaneous and induced mutations.,"","",FALSE,https://www.jax.org/strain/000664,modelSystemName,,"","",C57BL/6J,Class,Biosample,Model_System,Mouse_Model,"","",""
NOD scid gamma,"These mice are most often referred to using their branded name """"NSG™"""" and are extremely immunodeficient.","","",FALSE,https://www.jax.org/strain/005557,modelSystemName,,"","",NOD_scid_gamma,Class,Biosample,Model_System,Mouse_Model,"","",""
B6;129S2-Trp53tm1Tyj Nf1tm1Tyj/J,"","","",FALSE,https://www.jax.org/strain/008191,modelSystemName,,"","",B6;129S2-Trp53tm1Tyj Nf1tm1Tyj/J,Class,Biosample,Model_System,Mouse_Model,"","",""
B6;129-Trp53tm1Tyj Nf1tm1Tyj Suz12Gt(Betageo)1Khe/KcichJ,"","","",FALSE,https://www.jax.org/strain/027678,modelSystemName,,"","",B6;129-Trp53tm1Tyj Nf1tm1Tyj Suz12Gt(Betageo)1Khe/KcichJ,Class,Biosample,Model_System,Mouse_Model,"","",""
B6.129S2-Nf1tm1Tyj/J,"","","",FALSE,https://www.jax.org/strain/008192,modelSystemName,,"","",B6.129S2-Nf1tm1Tyj/J,Class,Biosample,Model_System,Mouse_Model,"","",""
B6.129S1-Nf1tm1Cbr/J,"","","",FALSE,https://www.jax.org/strain/007923,modelSystemName,,"","",B6.129S1-Nf1tm1Cbr/J,Class,Biosample,Model_System,Mouse_Model,"","",""
B6.129(Cg)-Nf1tm1Par/J,"","","",FALSE,https://www.jax.org/strain/017640,modelSystemName,,"","",B6.129(Cg)-Nf1tm1Par/J,Class,Biosample,Model_System,Mouse_Model,"","",""
hiPSC-SCP,Schwann cell precursor iPSCs,"","",FALSE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7773354,modelSystemName,,"","",hiPSC-SCP,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hiPSC,human iPSCs,"","",FALSE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7773355,modelSystemName,,"","",hiPSC,Class,Biosample,Model_System,Cell_Line_Model,"","",""
JHU 2-103-CL,An MPNST cell line derived from JHU NF1 Biobank tumor specimen JHU 2-103.,"","",FALSE,Sage Bionetworks,modelSystemName,,"","",JHU 2-103-CL,Class,Biosample,Model_System,Cell_Line_Model,"","",""
JHU 2-002-CL,An MPNST cell line derived from JHU NF1 Biobank tumor specimen JHU 2-002.,"","",FALSE,Sage Bionetworks,modelSystemName,,"","",JHU 2-002-CL,Class,Biosample,Model_System,Cell_Line_Model,"","",""
JHU 2-079-CL,An MPNST cell line derived from JHU NF1 Biobank tumor specimen JHU 2-079.,"","",FALSE,Sage Bionetworks,modelSystemName,,"","",JHU 2-079-CL,Class,Biosample,Model_System,Cell_Line_Model,"","",""
JHU 2-103-PDX,A PDX model derived from JHU NF1 Biobank tumor specimen JHU 2-103.,"","",FALSE,Sage Bionetworks,modelSystemName,,"","",JHU 2-103-PDX,Class,Biosample,Model_System,Cell_Line_Model,"","",""
JHU 2-002-PDX,A PDX model derived from JHU NF1 Biobank tumor specimen JHU 2-002.,"","",FALSE,Sage Bionetworks,modelSystemName,,"","",JHU 2-002-PDX,Class,Biosample,Model_System,Cell_Line_Model,"","",""
JHU 2-079-PDX,A PDX model derived from JHU NF1 Biobank tumor specimen JHU 2-079.,"","",FALSE,Sage Bionetworks,modelSystemName,,"","",JHU 2-079-PDX,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 ipNF05.5,plexiform neurofibroma cell line,"","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI71,modelSystemName,,"","",hTERT NF1 ipNF05.5,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 ipNF05.5 (Mixed clones),plexiform neurofibroma cell line,"","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI72,modelSystemName,,"","",hTERT NF1 ipNF05.5 (Mixed clones),Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 ipn06.2 A,plexiform neurofibroma cell line,"","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI74,modelSystemName,,"","",hTERT NF1 ipn06.2 A,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 ipNF95.11b C/T,plexiform neurofibroma cell line,"","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI68,modelSystemName,,"","",hTERT NF1 ipNF95.11b C/T,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 ipNF95.6,plexiform neurofibroma cell line,"","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI70,modelSystemName,,"","",hTERT NF1 ipNF95.6,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT SC ipn02.8,plexiform neurofibroma cell line,"","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI65,modelSystemName,,"","",hTERT SC ipn02.8,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 ipnNF95.11c,plexiform neurofibroma cell line,"","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI69,modelSystemName,,"","",hTERT NF1 ipnNF95.11c,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 ipNF95.11b C,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI67,modelSystemName,,"","",hTERT NF1 ipNF95.11b C,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 ipnNF09.4,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI73,modelSystemName,,"","",hTERT NF1 ipnNF09.4,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 ipNF04.4,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI78,modelSystemName,,"","",hTERT NF1 ipNF04.4,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 sipnNF95.12B,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI75,modelSystemName,,"","",hTERT NF1 sipnNF95.12B,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 ipNF00.6,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI76,modelSystemName,,"","",hTERT NF1 ipNF00.6,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 ipNF03.3,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI77,modelSystemName,,"","",hTERT NF1 ipNF03.3,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT NF1 ipn02.3 2λ,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI64,modelSystemName,,"","",hTERT NF1 ipn02.3 2λ,Class,Biosample,Model_System,Cell_Line_Model,"","",""
hTERT SC ipn02.8,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UI65,modelSystemName,,"","",hTERT SC ipn02.8,Class,Biosample,Model_System,Cell_Line_Model,"","",""
SZ-NF1,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_YL57,modelSystemName,,"","",SZ-NF1,Class,Biosample,Model_System,Cell_Line_Model,"","",""
SZ-NF2,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_YL58,modelSystemName,,"","",SZ-NF2,Class,Biosample,Model_System,Cell_Line_Model,"","",""
SZ-NF4,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_YL59,modelSystemName,,"","",SZ-NF4,Class,Biosample,Model_System,Cell_Line_Model,"","",""
NF1,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_JG80,modelSystemName,,"","",NF1,Class,Biosample,Model_System,Cell_Line_Model,"","",""
Lis42_NF1_1N,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_Y368,modelSystemName,,"","",Lis42_NF1_1N,Class,Biosample,Model_System,Cell_Line_Model,"","",""
Lis47_NF1_2N,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_Y373,modelSystemName,,"","",Lis47_NF1_2N,Class,Biosample,Model_System,Cell_Line_Model,"","",""
ST88-14,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_8916,modelSystemName,,"","",ST88-14,Class,Biosample,Model_System,Cell_Line_Model,"","",""
sNF96.2,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_K281,modelSystemName,,"","",sNF96.2,Class,Biosample,Model_System,Cell_Line_Model,"","",""
sNF02.2,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_K280,modelSystemName,,"","",sNF02.2,Class,Biosample,Model_System,Cell_Line_Model,"","",""
sNF94.3,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_K164,modelSystemName,,"","",sNF94.3,Class,Biosample,Model_System,Cell_Line_Model,"","",""
GM11602,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_AA02,modelSystemName,,"","",GM11602,Class,Biosample,Model_System,Cell_Line_Model,"","",""
GM11601,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_AA01,modelSystemName,,"","",GM11601,Class,Biosample,Model_System,Cell_Line_Model,"","",""
KCL024,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_A257,modelSystemName,,"","",KCL024,Class,Biosample,Model_System,Cell_Line_Model,"","",""
KCL025,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_A258,modelSystemName,,"","",KCL025,Class,Biosample,Model_System,Cell_Line_Model,"","",""
5PNF_TDiPSsv_PM_6,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UN14,modelSystemName,,"","",5PNF_TDiPSsv_PM_6,Class,Biosample,Model_System,Cell_Line_Model,"","",""
5PNF_TDiPSsv_MM_4,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UN13,modelSystemName,,"","",5PNF_TDiPSsv_MM_4,Class,Biosample,Model_System,Cell_Line_Model,"","",""
7PNF_SiPSrv_PM_12,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UN16,modelSystemName,,"","",7PNF_SiPSrv_PM_12,Class,Biosample,Model_System,Cell_Line_Model,"","",""
6PNF_SiPSrv_PM_2,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UN15,modelSystemName,,"","",6PNF_SiPSrv_PM_2,Class,Biosample,Model_System,Cell_Line_Model,"","",""
3PNF_SiPSsv_MM_11,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UN12,modelSystemName,,"","",3PNF_SiPSsv_MM_11,Class,Biosample,Model_System,Cell_Line_Model,"","",""
3PNF_FiPSsv_PM_2,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_UN11,modelSystemName,,"","",3PNF_FiPSsv_PM_2,Class,Biosample,Model_System,Cell_Line_Model,"","",""
NCC-MPNST5-C1,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_YU17,modelSystemName,,"","",NCC-MPNST5-C1,Class,Biosample,Model_System,Cell_Line_Model,"","",""
NCC-MPNST3-C1,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_YU14,modelSystemName,,"","",NCC-MPNST3-C1,Class,Biosample,Model_System,Cell_Line_Model,"","",""
NCC-MPNST4-C1,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_YU16,modelSystemName,,"","",NCC-MPNST4-C1,Class,Biosample,Model_System,Cell_Line_Model,"","",""
NCC-MPNST3-X2-C1,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_YU15,modelSystemName,,"","",NCC-MPNST3-X2-C1,Class,Biosample,Model_System,Cell_Line_Model,"","",""
NCC-MPNST2-C1,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_YU13,modelSystemName,,"","",NCC-MPNST2-C1,Class,Biosample,Model_System,Cell_Line_Model,"","",""
